,schoolyear,County,DistrictName,SchoolName,Percent
3862,2023-24,Spokane,East Valley School District (Spokane),OTIS ORCHARDS SCHOOL,0.75610
3863,2023-24,Spokane,East Valley School District (Spokane),TRENTWOOD SCHOOL,0.50000
3864,2023-24,Spokane,East Valley School District (Spokane),EAST FARMS STEAM SCHOOL,0.36538
3865,2023-24,Spokane,Liberty School District,LIBERTY JR HIGH & ELEMENTARY,0.70455
3866,2023-24,Spokane,West Valley School District (Spokane),MILLWOOD KINDERGARTEN CENTER,0.37576
3867,2023-24,Spokane,West Valley School District (Spokane),SETH WOODARD ELEMENTARY,0.45833
3868,2023-24,Spokane,Deer Park School District,DEER PARK ELEMENTARY,0.52239
3869,2023-24,,Riverside School District,CHATTAROY ELEMENTARY,0.53846
3870,2023-24,,Riverside School District,RIVERSIDE ELEMENTARY,0.56000
3871,2023-24,,Onion Creek School District,ONION CREEK ELEMENTARY,
3872,2023-24,Stevens,Chewelah School District,GESS ELEMENTARY,0.47692
3873,2023-24,Stevens,Valley School District,VALLEY SCHOOL,0.50000
3874,2023-24,Stevens,Colville School District,HOFSTETTER ELEMENTARY,0.53237
3875,2023-24,,Loon Lake School District,LOON LAKE ELEMENTARY SCHOOL,0.92308
3876,2023-24,,Summit Valley School District,SUMMIT VALLEY SCHOOL,
3877,2023-24,Stevens,Mary Walker School District,SPRINGDALE ELEMENTARY,0.61905
3878,2023-24,Stevens,Northport School District,NORTHPORT ELEMENTARY SCHOOL,
3879,2023-24,Stevens,Kettle Falls School District,KETTLE FALLS ELEMENTARY SCHOOL,0.50704
3880,2023-24,Thurston,Yelm School District,MCKENNA ELEMENTARY,0.24561
3881,2023-24,Thurston,Yelm School District,SOUTHWORTH ELEMENTARY,0.52778
3882,2023-24,Thurston,Yelm School District,YELM PRAIRIE ELEMENTARY,0.39655
3883,2023-24,Thurston,Yelm School District,FORT STEVENS ELEMENTARY,0.35870
3884,2023-24,Thurston,Yelm School District,MILL POND ELEMENTARY SCHOOL,0.40476
3885,2023-24,Thurston,North Thurston Public Schools,SOUTH BAY ELEMENTARY,0.43820
3886,2023-24,Thurston,North Thurston Public Schools,MOUNTAIN VIEW ELEMENTARY,0.34951
3887,2023-24,Thurston,North Thurston Public Schools,LYDIA HAWK ELEMENTARY,0.46512
3888,2023-24,Thurston,North Thurston Public Schools,LAKES ELEMENTARY SCHOOL,0.34783
3889,2023-24,Thurston,North Thurston Public Schools,LACEY ELEMENTARY,0.39286
3890,2023-24,Thurston,North Thurston Public Schools,OLYMPIC VIEW ELEMENTARY,0.25490
3891,2023-24,Thurston,North Thurston Public Schools,EVERGREEN FOREST ELEMENTARY,0.72222
3892,2023-24,Thurston,North Thurston Public Schools,WOODLAND ELEMENTARY,0.36364
3893,2023-24,Thurston,North Thurston Public Schools,MEADOWS ELEMENTARY,0.61702
3894,2023-24,Thurston,North Thurston Public Schools,PLEASANT GLADE ELEMENTARY,0.45455
3895,2023-24,Thurston,North Thurston Public Schools,SEVEN OAKS ELEMENTARY,0.37097
3896,2023-24,Thurston,North Thurston Public Schools,HORIZONS ELEMENTARY,0.58140
3897,2023-24,Thurston,Tumwater School District,MICHAEL T SIMMONS ELEMENTARY,0.39683
3898,2023-24,Thurston,Tumwater School District,LITTLEROCK ELEMENTARY SCHOOL,0.72917
3899,2023-24,Thurston,Tumwater School District,PETER G SCHMIDT ELEMENTARY,0.40860
3900,2023-24,Thurston,Tumwater School District,BLACK LAKE ELEMENTARY,0.54795
3901,2023-24,Thurston,Tumwater School District,EAST OLYMPIA ELEMENTARY,0.50769
3902,2023-24,Thurston,Tumwater School District,TUMWATER HILL ELEMENTARY,0.53333
3903,2023-24,Thurston,Olympia School District,LINCOLN ELEMENTARY SCHOOL,0.30435
3904,2023-24,Thurston,Olympia School District,GARFIELD ELEMENTARY SCHOOL,0.60976
3905,2023-24,Thurston,Olympia School District,BOSTON HARBOR ELEMENTARY,0.91667
3906,2023-24,Thurston,Olympia School District,MCLANE ELEMENTARY SCHOOL,0.38776
3907,2023-24,Thurston,Olympia School District,ROOSEVELT ELEMENTARY SCHOOL,0.88462
3908,2023-24,Thurston,Olympia School District,MADISON ELEMENTARY SCHOOL,0.54717
3909,2023-24,Thurston,Olympia School District,LELAND P BROWN ELEMENTARY,0.62500
3910,2023-24,Thurston,Olympia School District,PIONEER ELEMENTARY SCHOOL,0.60000
3911,2023-24,Thurston,Olympia School District,CENTENNIAL ELEMENTARY,0.36207
3912,2023-24,Thurston,Olympia School District,MCKENNY ELEMENTARY,0.58974
3913,2023-24,Thurston,Olympia School District,JULIA BUTLER HANSEN ELEMENTARY,0.65957
3914,2023-24,Thurston,Rainier School District,RAINIER ELEMENTARY SCHOOL,0.72059
3915,2023-24,,Griffin School District,GRIFFIN SCHOOL,0.60784
3916,2023-24,Thurston,Rochester School District,ROCHESTER PRIMARY SCHOOL,0.22099
3917,2023-24,Thurston,Tenino School District,PARKSIDE ELEMENTARY,0.31250
3918,2023-24,Wahkiakum,Wahkiakum School District,JULIUS A WENDT ELEMENTARY/JOHN C THOMAS MIDDLE SCHOOL,0.65625
3919,2023-24,Walla Walla,Walla Walla Public Schools,BERNEY ELEMENTARY SCHOOL,0.60784
3920,2023-24,Walla Walla,Walla Walla Public Schools,GREEN PARK ELEMENTARY SCHOOL,0.46377
3921,2023-24,Walla Walla,Walla Walla Public Schools,PROSPECT POINT ELEMENTARY,0.55000
3922,2023-24,Walla Walla,Walla Walla Public Schools,EDISON ELEMENTARY SCHOOL,0.57778
3923,2023-24,Walla Walla,Walla Walla Public Schools,SHARPSTEIN ELEMENTARY SCHOOL,0.34694
3924,2023-24,Walla Walla,College Place School District,DAVIS ELEMENTARY,0.57282
3925,2023-24,Walla Walla,Touchet School District,TOUCHET ELEM & HIGH SCHOOL,0.47368
3926,2023-24,Walla Walla,Columbia (Walla Walla) School District,COLUMBIA ELEMENTARY,0.37931
3927,2023-24,,Waitsburg School District,WAITSBURG ELEMENTARY SCHOOL,0.30000
3928,2023-24,Walla Walla,Prescott School District,PRESCOTT ELEMENTARY SCHOOL,0.70000
3929,2023-24,Whatcom,Bellingham School District,ROOSEVELT ELEMENTARY SCHOOL,0.48571
3930,2023-24,Whatcom,Bellingham School District,SILVER BEACH ELEMENTARY SCHOOL,0.75410
3931,2023-24,Whatcom,Bellingham School District,LOWELL ELEMENTARY SCHOOL,0.62903
3932,2023-24,Whatcom,Bellingham School District,GENEVA ELEMENTARY SCHOOL,0.62353
3933,2023-24,Whatcom,Bellingham School District,COLUMBIA ELEMENTARY SCHOOL,0.85714
3934,2023-24,Whatcom,Bellingham School District,SUNNYLAND ELEMENTARY SCHOOL,0.49231
3935,2023-24,Whatcom,Bellingham School District,BIRCHWOOD ELEMENTARY SCHOOL,0.31818
3936,2023-24,Whatcom,Bellingham School District,CARL COZIER ELEMENTARY SCHOOL,0.26563
3937,2023-24,Whatcom,Bellingham School District,HAPPY VALLEY ELEMENTARY SCHOOL,0.03704
3938,2023-24,Whatcom,Bellingham School District,ALDERWOOD ELEMENTARY SCHOOL,0.29508
3939,2023-24,Whatcom,Bellingham School District,PARKVIEW ELEMENTARY SCHOOL,0.50725
3940,2023-24,Whatcom,Bellingham School District,NORTHERN HEIGHTS ELEMENTARY SCHL,0.48101
3941,2023-24,Whatcom,Ferndale School District,BEACH ELEM,
3942,2023-24,Whatcom,Ferndale School District,CENTRAL ELEMENTARY,0.26471
3943,2023-24,Whatcom,Ferndale School District,CUSTER ELEM,0.53247
3944,2023-24,Whatcom,Ferndale School District,SKYLINE ELEMENTARY SCHOOL,0.50000
3945,2023-24,Whatcom,Ferndale School District,EAGLERIDGE ELEMENTARY,0.57831
3946,2023-24,Whatcom,Blaine School District,POINT ROBERTS PRIMARY,
3947,2023-24,Whatcom,Blaine School District,BLAINE PRIMARY SCHOOL,0.44311
3948,2023-24,Whatcom,Lynden School District,FISHER ELEMENTARY SCHOOL,0.23636
3949,2023-24,Whatcom,Lynden School District,ISOM ELEMENTARY SCHOOL,0.42667
3950,2023-24,Whatcom,Lynden School District,VOSSBECK ELEMENTARY SCHOOL,0.49495
3951,2023-24,Whatcom,Meridian School District,IRENE REITHER ELEMENTARY SCHOOL,0.35252
3952,2023-24,Whatcom,Nooksack Valley School District,SUMAS ELEMENTARY,0.55263
3953,2023-24,Whatcom,Nooksack Valley School District,EVERSON ELEMENTARY,0.25000
3954,2023-24,Whatcom,Nooksack Valley School District,NOOKSACK ELEMENTARY,0.45714
3955,2023-24,Whatcom,Mount Baker School District,ACME ELEMENTARY,0.35714
3956,2023-24,Whatcom,Mount Baker School District,HARMONY ELEMENTARY,0.80000
3957,2023-24,Whatcom,Mount Baker School District,KENDALL ELEMENTARY,0.75000
3958,2023-24,,LaCrosse School District,LACROSSE ELEMENTARY SCHOOL,
3959,2023-24,Whitman,Tekoa School District,TEKOA ELEMENTARY SCHOOL,0.35714
3960,2023-24,Whitman,Pullman School District,FRANKLIN ELEMENTARY,0.77778
3961,2023-24,Whitman,Pullman School District,JEFFERSON ELEMENTARY,0.60417
3962,2023-24,Whitman,Pullman School District,SUNNYSIDE ELEMENTARY,0.91892
3963,2023-24,Whitman,Colfax School District,LEONARD M JENNINGS ELEMENTARY,0.54000
3964,2023-24,Whitman,Palouse School District,PALOUSE ELEMENTARY,0.26316
3965,2023-24,,Garfield School District,GARFIELD ELEMENTARY,
3966,2023-24,,Steptoe School District,STEPTOE ELEMENTARY SCHOOL,
3967,2023-24,,Endicott School District,ENDICOTT/ST JOHN ELEM AND MIDDLE,
3968,2023-24,Whitman,Rosalia School District,ROSALIA ELEMENTARY & SECONDARY SCHOOL,0.61538
3969,2023-24,,Oakesdale School District,OAKESDALE ELEMENTARY SCHOOL,
3970,2023-24,,Union Gap School District,UNION GAP SCHOOL,0.34667
3971,2023-24,Yakima,Yakima School District,MCKINLEY ELEMENTARY SCHOOL,0.51852
3972,2023-24,Yakima,Yakima School District,RIDGEVIEW ELEMENTARY,0.16129
3973,2023-24,Yakima,Yakima School District,ROOSEVELT ELEMENTARY SCHOOL,0.23611
3974,2023-24,Yakima,Yakima School District,ADAMS ELEMENTARY SCHOOL,0.26316
3975,2023-24,Yakima,Yakima School District,HOOVER ELEMENTARY SCHOOL,0.40659
3976,2023-24,Yakima,Yakima School District,GILBERT ELEMENTARY SCHOOL,0.16667
3977,2023-24,Yakima,Yakima School District,NOB HILL ELEMENTARY SCHOOL,0.53659
3978,2023-24,Yakima,Yakima School District,MCCLURE ELEMENTARY SCHOOL,0.35556
3979,2023-24,Yakima,Yakima School District,K-8 LEARNING LAB,
3980,2023-24,Yakima,Yakima School District,BARGE-LINCOLN ELEMENTARY SCHOOL,0.02857
3981,2023-24,Yakima,Yakima School District,ROBERTSON ELEMENTARY,0.19697
3982,2023-24,Yakima,Yakima School District,WHITNEY ELEMENTARY,0.42000
3983,2023-24,Yakima,Yakima School District,MARTIN LUTHER KING JR ELEMENTARY,0.61111
3984,2023-24,Yakima,East Valley School District (Yakima),MOXEE ELEMENTARY,0.24359
3985,2023-24,Yakima,East Valley School District (Yakima),TERRACE HEIGHTS ELEMENTARY,0.30909
3986,2023-24,Yakima,East Valley School District (Yakima),EAST VALLEY ELEMENTARY,0.25000
3987,2023-24,Yakima,Mabton School District,ARTZ FOX ELEMENTARY,0.29787
3988,2023-24,Yakima,Grandview School District,MCCLURE ELEMENTARY SCHOOL,0.27350
3989,2023-24,Yakima,Grandview School District,THOMPSON ELEMENTARY SCHOOL,0.35398
3990,2023-24,Yakima,Toppenish School District,GARFIELD ELEMENTARY SCHOOL,0.27500
3991,2023-24,Yakima,Toppenish School District,LINCOLN ELEMENTARY SCHOOL,0.25000
3992,2023-24,Yakima,Toppenish School District,KIRKWOOD ELEMENTARY SCHOOL,0.29310
3993,2023-24,Yakima,Highland School District,MARCUS WHITMAN-COWICHE ELEMENTARY,0.44554
3994,2023-24,Yakima,Granger School District,ROOSEVELT ELEMENTARY,0.59756
3995,2023-24,Yakima,Zillah School District,HILTON ELEMENTARY SCHOOL,0.26154
3996,2023-24,Yakima,West Valley School District (Yakima),WIDE HOLLOW ELEMENTARY,0.38596
3997,2023-24,Yakima,West Valley School District (Yakima),MOUNTAINVIEW ELEMENTARY,0.64286
3998,2023-24,Yakima,West Valley School District (Yakima),AHTANUM VALLEY ELEMENTARY,0.63636
3999,2023-24,Yakima,West Valley School District (Yakima),SUMMITVIEW ELEMENTARY,0.41975
4000,2023-24,Yakima,West Valley School District (Yakima),APPLE VALLEY ELEMENTARY,0.44444
4001,2023-24,Yakima,West Valley School District (Yakima),COTTONWOOD ELEMENTARY SCHOOL,0.65278
4002,2023-24,Yakima,Mount Adams School District,HARRAH ELEMENTARY SCHOOL,0.45763
4003,2023-24,,Riverside School District,INDEPENDENT SCHOLAR,
4004,2023-24,King,Kent School District,MILLENNIUM ELEMENTARY SCHOOL,0.28000
4005,2023-24,Stevens,Valley School District,COLUMBIA VIRTUAL ACADEMY,0.77612
4006,2023-24,Clark,Evergreen School District (Clark),HOME CHOICE ACADEMY,0.14286
4007,2023-24,Clark,Evergreen School District (Clark),YORK ELEMENTARY SCHOOL,0.74000
4008,2023-24,Snohomish,Everett School District,PORT GARDNER,
4009,2023-24,Snohomish,Lakewood School District,COUGAR CREEK ELEMENTARY SCHOOL,0.56863
4010,2023-24,Pierce,Franklin Pierce School District,MIDLAND ELEMENTARY,0.52830
4011,2023-24,Benton,Kennewick School District,MID-COLUMBIA PARENT PARTNERSHIP,0.78947
4012,2023-24,King,Shoreline School District,CASCADE K-8 COMMUNITY SCHOOL,0.68421
4013,2023-24,Spokane,Medical Lake School District,MICHAEL ANDERSON ELEMENTARY SCHOOL,0.62000
4014,2023-24,Spokane,Central Valley School District,SPOKANE VALLEY LEARNING ACADEMY,
4015,2023-24,Snohomish,Edmonds School District,EDMONDS HEIGHTS K-12,0.94118
4016,2023-24,Snohomish,Mukilteo School District,ODYSSEY ELEMENTARY,0.61644
4017,2023-24,King,Issaquah School District,NEWCASTLE ELEMENTARY SCHOOL,0.48649
4018,2023-24,Clark,Vancouver School District,VANCOUVER HOME CONNECTION,0.60000
4019,2023-24,Franklin,Pasco School District,MAYA ANGELOU ELEMENTARY,0.45455
4020,2023-24,Yakima,Toppenish School District,VALLEY VIEW ELEMENTARY,0.11494
4021,2023-24,Snohomish,Monroe School District,FRYELANDS ELEMENTARY,0.25000
4022,2023-24,Whatcom,Lynden School District,LYNDEN ACADEMY,0.75000
4023,2023-24,King,Muckleshoot Indian Tribe,MUCKLESHOOT TRIBAL SCHOOL,0.45238
4024,2023-24,Snohomish,Stanwood-Camano School District,SARATOGA SCHOOL,0.61538
4025,2023-24,Clark,Evergreen School District (Clark),COLUMBIA VALLEY ELEMENTARY,0.43333
4026,2023-24,King,Snoqualmie Valley School District,CASCADE VIEW ELEMENTARY SCHOOL,0.87302
4027,2023-24,Thurston,Yelm School District,LACKAMAS ELEMENTARY,0.46809
4028,2023-24,Franklin,Pasco School District,VIRGIE ROBINSON ELEMENTARY,0.21053
4029,2023-24,Clallam,Crescent School District,OLYMPIC PENINSULA HOMECONNECTION,0.93750
4030,2023-24,Grays Harbor,Taholah School District,TAHOLAH ELEMENTARY & MIDDLE SCHOOL,0.33333
4031,2023-24,Spokane,Cheney School District,HOMEWORKS,
4032,2023-24,Whatcom,Meridian School District,MERIDIAN PARENT PARTNERSHIP PROGRAM,0.64000
4033,2023-24,King,Auburn School District,LAKELAND HILLS ELEMENTARY,0.25000
4034,2023-24,King,Lake Washington School District,ROSA PARKS ELEMENTARY,0.64407
4035,2023-24,King,Issaquah School District,GRAND RIDGE ELEMENTARY,0.84615
4036,2023-24,Pierce,Tacoma School District,HELEN STAFFORD ELEMENTARY SCHOOL,0.66129
4037,2023-24,Clallam,Quillayute Valley School District,INSIGHT SCHOOL OF WASHINGTON,0.29851
4038,2023-24,Pend Oreille,Selkirk School District,SELKIRK ELEMENTARY SCHOOL,0.26667
4039,2023-24,Thurston,Olympia School District,OLYMPIA REGIONAL LEARNING ACADEMY,0.75676
4040,2023-24,King,Auburn School District,ARTHUR JACOBSEN ELEMENTARY,0.53846
4041,2023-24,Pierce,Puyallup School District,EMMA L CARSON ELEMENTARY,0.26582
4042,2023-24,Clark,Battle Ground School District,DAYBREAK PRIMARY,0.41905
4043,2023-24,Snohomish,Everett School District,FOREST VIEW ELEMENTARY SCHOOL,0.59677
4044,2023-24,Benton,Richland School District,WHITE BLUFFS ELEMENTARY SCHOOL,0.68041
4045,2023-24,Pierce,Puyallup School District,G W EDGERTON ELEMENTARY,0.52941
4046,2023-24,Spokane,Mead School District,PRAIRIE VIEW ELEMENTARY,0.73684
4047,2023-24,Snohomish,Snohomish School District,LITTLE CEDARS ELEMENTARY SCHOOL,0.76531
4048,2023-24,Whatcom,Mount Baker School District,MOUNT BAKER ACADEMY,
4049,2023-24,Clallam,Port Angeles School District,ROOSEVELT ELEMENTARY SCHOOL,0.34286
4050,2023-24,Snohomish,Marysville School District,GROVE ELEMENTARY,0.19118
4051,2023-24,Whatcom,Bellingham School District,WADE KING ELEMENTARY SCHOOL,0.61538
4052,2023-24,Clark,Battle Ground School District,TUKES VALLEY PRIMARY,0.62037
4053,2023-24,Clark,Evergreen School District (Clark),ENDEAVOUR ELEMENTARY SCHOOL,0.40323
4054,2023-24,Yakima,Sunnyside School District,SUN VALLEY ELEMENTARY SCHOOL,0.38936
4055,2023-24,King,Lake Washington School District,RACHEL CARSON ELEMENTARY,0.85000
4056,2023-24,Clark,Camas School District,GRASS VALLEY ELEMENTARY,0.67143
4057,2023-24,Pierce,Bethel School District,FREDERICKSON ELEMENTARY,0.44792
4058,2023-24,Pierce,Bethel School District,NELSON ELEMENTARY SCHOOL,0.56731
4059,2023-24,Benton,Richland School District,THREE RIVERS HOME LINK,0.88372
4060,2023-24,Thurston,North Thurston Public Schools,CHAMBERS PRAIRIE ELEMENTARY SCHOOL,0.64789
4061,2023-24,Grant,Moses Lake School District,SAGE POINT ELEMENTARY SCHOOL,0.60714
4062,2023-24,King,Seattle School District No. 1,HAZEL WOLF K-8,0.81579
4063,2023-24,King,Kent School District,PANTHER LAKE ELEMENTARY SCHOOL,0.28205
4064,2023-24,Okanogan,Omak School District,WASHINGTON VIRTUAL ACADEMY OMAK ELEMENTARY,0.76316
4065,2023-24,King,Issaquah School District,CREEKSIDE ELEMENTARY,0.81333
4066,2023-24,King,Seattle School District No. 1,MCDONALD INTERNATIONAL SCHOOL,0.89610
4067,2023-24,King,Seattle School District No. 1,QUEEN ANNE ELEMENTARY,0.87879
4068,2023-24,King,Seattle School District No. 1,SAND POINT ELEMENTARY,0.50000
4069,2023-24,Whatcom,Ferndale School District,CASCADIA ELEMENTARY,0.48980
4070,2023-24,Benton,Kennewick School District,COTTONWOOD ELEMENTARY,0.53333
4071,2023-24,King,Renton School District,HONEY DEW ELEMENTARY,0.58140
4072,2023-24,Yakima,Selah School District,ROBERT LINCE EARLY LEARNING CENTER,0.49412
4073,2023-24,Whatcom,Bellingham School District,CORDATA ELEMENTARY SCHOOL,0.44578
4074,2023-24,Cowlitz,Woodland School District,LEWIS RIVER ACADEMY,
4075,2023-24,Grant,Moses Lake School District,PARK ORCHARD ELEMENTARY SCHOOL,0.59722
4076,2023-24,Stevens,Northport School District,NORTHPORT HOMELINK PROGRAM,
4077,2023-24,King,Seattle School District No. 1,LOUISA BOREN STEM K-8,0.87234
4078,2023-24,Adams,Othello School District,WAHITIS ELEMENTARY SCHOOL,0.22857
4079,2023-24,Spokane,Cheney School District,PHIL SNOWDON ELEMENTARY,0.72857
4080,2023-24,King,Snoqualmie Valley School District,SNOQUALMIE PARENT PARTNERSHIP PROGRAM,1.00000
4081,2023-24,King,Bellevue School District,JING MEI ELEMENTARY SCHOOL,0.22000
4082,2023-24,Clark,Camas School District,WOODBURN ELEMENTARY,0.61728
4083,2023-24,Clark,Hockinson School District,HOCKINSON HEIGHTS ELEMENTARY SCHOOL,0.41429
4084,2023-24,Franklin,Pasco School District,ROSALIND FRANKLIN STEM ELEMENTARY,0.79710
4085,2023-24,Snohomish,Marysville School District,QUIL CEDA TULALIP ELEMENTARY,0.50725
4086,2023-24,Spokane,Spokane School District,SPOKANE PUBLIC MONTESSORI,0.39130
4087,2023-24,Pierce,Clover Park School District,MERIWETHER ELEMENTARY SCHOOL,0.86486
4088,2023-24,Pierce,Clover Park School District,RAINIER ELEMENTARY SCHOOL,0.79259
4089,2023-24,Whatcom,Bellingham School District,BELLINGHAM FAMILY PARTNERSHIP PROGRAM,1.00000
4090,2023-24,,Lummi Tribal Agency,LUMMI NATION SCHOOL,0.55172
4091,2023-24,,Spokane International Academy,SPOKANE INTERNATIONAL ACADEMY,0.85714
4092,2023-24,Pierce,Clover Park School District,FOUR HEROES ELEMENTARY,0.27536
4093,2023-24,Franklin,Pasco School District,BARBARA MCCLINTOCK STEM ELEMENTARY,0.59259
4094,2023-24,Benton,Richland School District,ORCHARD ELEMENTARY,0.62766
4095,2023-24,Spokane,East Valley School District (Spokane),EV PARENT PARTNERSHIP,0.90909
4096,2023-24,Benton,Kennewick School District,SAGE CREST ELEMENTARY,0.51042
4097,2023-24,,Mary M Knight School District,MARY M. KNIGHT SCHOOL,0.75000
4098,2023-24,,Mary M Knight School District,WASHINGTON CONNECTIONS ACADEMY - MARY M. KNIGHT,0.77143
4099,2023-24,King,Mercer Island School District,NORTHWOOD ELEMENTARY SCHOOL,0.56818
4100,2023-24,Yakima,Naches Valley School District,NACHES VALLEY ELEMENTARY SCHOOL,0.47826
4101,2023-24,King,Snoqualmie Valley School District,TIMBER RIDGE ELEMENTARY SCHOOL,0.73451
4102,2023-24,Pierce,Bethel School District,BETHEL ELEMENTARY LEARNING ACADEMY,
4103,2023-24,Snohomish,Lake Stevens School District,STEVENS CREEK ELEMENTARY,0.38542
4104,2023-24,Snohomish,Mukilteo School District,PATHFINDER KINDERGARTEN CENTER,0.33689
4105,2023-24,King,Seattle School District No. 1,CEDAR PARK ELEMENTARY SCHOOL,0.86364
4106,2023-24,King,Tahoma School District,CEDAR RIVER ELEMENTARY,0.49383
4107,2023-24,King,Tahoma School District,TAHOMA ELEMENTARY,0.51429
4108,2023-24,Clark,Washougal School District,COLUMBIA RIVER GORGE ELEMENTARY SCHOOL,0.82353
4109,2023-24,,WA HE LUT Indian School Agency,WA HE LUT INDIAN SCHOOL,0.15789
4110,2023-24,King,Enumclaw School District,JJ SMITH ELEMENTARY,0.05128
4111,2023-24,Spokane,Central Valley School District,LIBERTY CREEK ELEMENTARY SCHOOL,0.60294
4112,2023-24,Lewis,Chehalis School District,JAMES W LINTOTT ELEMENTARY SCHOOL,0.48128
4113,2023-24,King,Lake Washington School District,CLARA BARTON ELEMENTARY SCHOOL,0.48571
4114,2023-24,King,Lake Washington School District,ELLA BAKER ELEMENTARY SCHOOL,0.43182
4115,2023-24,Mason,North Mason School District,MARY E. THELER EARLY LEARNING CENTER,0.10714
4116,2023-24,,Impact | Puget Sound Elementary,IMPACT PUBLIC SCHOOLS,0.65000
4117,2023-24,King,Renton School District,SARTORI ELEMENTARY SCHOOL,0.66667
4118,2023-24,Benton,Kennewick School District,AMON CREEK ELEMENTARY,0.66667
4119,2023-24,Benton,Kennewick School District,FUERZA ELEMENTARY,0.30556
4120,2023-24,Pierce,Sumner-Bonney Lake School District,TEHALEH HEIGHTS ELEMENTARY SCHOOL,0.75758
4121,2023-24,Spokane,Central Valley School District,RIVERBEND ELEMENTARY SCHOOL,0.75294
4122,2023-24,Yakima,Wapato School District,SIMCOE ELEMENTARY SCHOOL,0.11000
4123,2023-24,Yakima,Wapato School District,CAMAS ELEMENTARY,0.12707
4124,2023-24,Pierce,Chief Leschi Schools,CHIEF LESCHI SCHOOLS,0.61111
4125,2023-24,Franklin,Pasco School District,THREE RIVERS ELEMENTARY,0.23301
4126,2023-24,Pierce,Puyallup School District,DESSIE F EVANS ELEMENTARY,0.46154
4127,2023-24,Pierce,White River School District,WHITE RIVER EARLY LEARNING CENTER,0.59276
4128,2023-24,King,Seattle School District No. 1,MAGNOLIA ELEMENTARY SCHOOL,0.87755
4129,2023-24,Snohomish,Everett School District,TAMBARK CREEK ELEMENTARY SCHOOL,0.65263
4130,2023-24,Spokane,Mead School District,CREEKSIDE ELEMENTARY SCHOOL,0.15000
4131,2023-24,Whitman,Pullman School District,KAMIAK ELEMENTARY,0.57447
4132,2023-24,Grant,Quincy School District,ANCIENT LAKES ELEMENTARY,0.54839
4133,2023-24,Skagit,Mount Vernon School District,HARRIET ROWLEY,0.30909
4134,2023-24,Cowlitz,Woodland School District,COLUMBIA ELEMENTARY SCHOOL,0.62295
4135,2023-24,Cowlitz,Woodland School District,NORTH FORK ELEMENTARY SCHOOL,0.53846
4136,2023-24,King,Northshore School District,RUBY BRIDGES ELEMENTARY,0.75000
4137,2023-24,,Catalyst Public Schools,CATALYST PUBLIC SCHOOLS,0.69643
4138,2023-24,,Impact | Salish Sea Elementary,IMPACT | SALISH SEA ELEMENTARY,0.62821
4139,2023-24,King,Auburn School District,BOWMAN CREEK ELEMENTARY,0.73333
4140,2023-24,Clark,Evergreen School District (Clark),EMERALD ELEMENTARY SCHOOL,0.55714
4141,2023-24,Walla Walla,Walla Walla Public Schools,WALLA WALLA CENTER FOR CHILDREN AND FAMILIES,0.08065
4142,2023-24,Klickitat,Goldendale School District,WASHINGTON CONNECTIONS ACADEMY GOLDENDALE,0.89362
4143,2023-24,Franklin,Pasco School District,COLUMBIA RIVER ELEMENTARY,0.47253
4144,2023-24,Pierce,Peninsula School District,PIONEER ELEMENTARY SCHOOL,0.51667
4145,2023-24,Pierce,Bethel School District,BETHEL VIRTUAL ACADEMY,0.50000
4146,2023-24,Pierce,Bethel School District,KATHERINE G. JOHNSON ELEMENTARY SCHOOL,0.36364
4147,2023-24,Walla Walla,Walla Walla Public Schools,WALLA WALLA ONLINE,
4148,2023-24,Snohomish,Sultan School District,SULTAN VIRTUAL ACADEMY,
4149,2023-24,Kitsap,North Kitsap School District,NORTH KITSAP OPTIONS,
4150,2023-24,Whatcom,Ferndale School District,NORTH BELL LEARNING CENTER,
4151,2023-24,Spokane,Mead School District,SKYLINE ELEMENTARY,0.61644
4152,2023-24,,Impact | Commencement Bay Elementary,IMPACT PUBLIC SCHOOLS,0.43478
4153,2023-24,Pierce,Bethel School District,BETHEL HOPE EARLY LEARNING CENTER,0.07143
4154,2023-24,Pierce,Fife School District,FIFE ELEMENTARY SCHOOL,0.36667
4155,2023-24,King,Issaquah School District,CEDAR TRAILS ELEMENTARY,0.68519
4156,2023-24,Cowlitz,Kelso School District,LEXINGTON ELEMENTARY,0.56618
4157,2023-24,King,Kent School District,RIVER RIDGE ELEMENTARY,0.21875
4158,2023-24,Grant,Moses Lake School District,VICKI I. GROFF ELEMENTARY SCHOOL,0.68539
4159,2023-24,Pend Oreille,Newport School District,NEWPORT HOME LINK,
4160,2023-24,Thurston,North Thurston Public Schools,IGNITE FAMILY ACADEMY,
4161,2023-24,Thurston,North Thurston Public Schools,SUMMIT VIRTUAL ACADEMY,
4162,2023-24,Pierce,Peninsula School District,SWIFT WATER ELEMENTARY,0.87500
4163,2023-24,,Starbuck School District,VIRTUAL PREPARATORY ACADEMY OF WASHINGTON,0.43137
4164,2023-24,Douglas,Eastmont School District,CLOVIS POINT ELEMENTARY SCHOOL,0.41667
4165,2023-24,Franklin,Pasco School District,PASCO INNOVATIVE EXPERIENCES AND E-LEARNING,
4166,2023-24,Benton,Kiona-Benton City School District,KIONA-BENTON CITY ELEMENTARY,0.48485
4167,2023-24,Kittitas,Ellensburg School District,IDA NASON ARONICA ELEMENTARY,0.80702
4168,2023-24,King,Bellevue School District,BELLEVUE DIGITAL DISCOVERY,
